Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,Cuisines,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Chinese Hut,1,New Delhi,"JD Block Market, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1357531,28.7013542,Chinese,450,Indian Rupees(Rs.),No,Yes,No,No,1,2.9,Orange,Average,60
New Bhappe Di Hatti,1,New Delhi,"C-79, Jhilmil Colony, Gopaljee Dairy Road, Vivek Vihar, New Delhi",Vivek Vihar,"Vivek Vihar, New Delhi",77.312115,28.669247,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Our Story Bistro & Tea Room,1,Noida,"G-38, 1st Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32361533,28.56914297,"Cafe, Italian, Continental, Desserts",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.9,Yellow,Good,320
Little Chef,1,New Delhi,"Shop 24, Central Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.13411123,28.67111912,"North Indian, Mughlai, Chinese, Fast Food",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,128
Bikaner Sweets & Restaurant,1,New Delhi,"Opposite Sanjay Gandhi Hospital, Mangolpuri, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.0820767,28.692797499999998,"Mithai, Street Food, North Indian",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Bao,215,London,"53 Lexington Street, Soho, London W1F 9AS","Lexington Street, Soho","Lexington Street, Soho, London",-0.136576,51.513225,"Taiwanese, Street Food",20,Pounds(ï¿½ï¿½),No,No,No,No,2,4.9,Dark Green,Excellent,161
Hot Spot Roll Corner,1,New Delhi,"G 68, Satyam Tower, Near Post Office, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.10151667,28.66980833,Fast Food,150,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,34
Biryani Blues,1,New Delhi,"Lajpat Nagar 2, New Delhi",Lajpat Nagar 2,"Lajpat Nagar 2, New Delhi",77.2464874,28.5668537,"Biryani, Hyderabadi",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.1,Orange,Average,8
The Kylin Experience - Holiday Inn,1,New Delhi,"Holiday Inn, 13 A, District Centre, Mayur Vihar Phase 1, New Delhi","Holiday Inn, Mayur Vihar","Holiday Inn, Mayur Vihar, New Delhi",77.2977869,28.590509100000002,"Japanese, Chinese, Asian, Thai",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,128
Machan,1,Gurgaon,"Near Leisure Valley Park, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0644064,28.4664277,"North Indian, Chinese",900,Indian Rupees(Rs.),Yes,No,No,No,2,3.3,Orange,Average,88
The Spot,1,New Delhi,"3379, DB Gupta Road, Near Police Station, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.191827,28.65317426,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,109
Yadav Namkeens & Bakers,1,New Delhi,"1618, Kohlapur Road, Near Ghanta Ghar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2051282,28.6776821,Bakery,100,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,15
Aggarwal Sweets,1,New Delhi,"A 15, Ganesh Nagar Complex, Pandav Nagar, New Delhi",Pandav Nagar,"Pandav Nagar, New Delhi",77.28537990000001,28.619104999999998,Street Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5
Hostess Tasty Bites,1,New Delhi,"F Block, Near Mother Dairy Booth, Ramlila Ground, Model Town 2, New Delhi",Model Town 2,"Model Town 2, New Delhi",77.190546,28.7065192,Chinese,500,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,16
Domino's Pizza,1,Noida,"Shop 29 & 30, Ground Floor, Shopping Planet, Plot 232A/1, Block C, Sector 48, Noida",Sector 48,"Sector 48, Noida",77.37298249999999,28.555554200000003,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,No,2,2.3,Red,Poor,38
Pizzaon,1,New Delhi,"G-26, Ground Floor, Wardhman Plaza, Asaf Ali Road, New Delhi",Asaf Ali Road,"Asaf Ali Road, New Delhi",77.23196391,28.64244153,"Pizza, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,10
Barista,1,Noida,"305, 3rd Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3258017,28.567510700000003,Cafe,650,Indian Rupees(Rs.),No,No,No,No,2,3.3,Orange,Average,57
Parikrama - The Revolving Restaurant,1,New Delhi,"22, Antriksh Bhavan, Kasturba Gandhi Marg, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22263787,28.62845265,"North Indian, Chinese, Mughlai",2400,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,2689
Walia's Dawat Mahal,1,New Delhi,"1/9280, West Rohtash Nagar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.286578,28.6805966,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,3.1,Orange,Average,22
Habibi Express,1,New Delhi,"My Square Food Court, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21961837,28.52876718,"Lebanese, Arabian, Moroccan",900,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,122
Tim's Bistro,1,Coimbatore,"156, Race Course Road, Race Course, Coimbatore",Race Course,"Race Course, Coimbatore",76.9754397,11.0030085,"North Indian, Continental",700,Indian Rupees(Rs.),No,Yes,No,No,2,3.9,Yellow,Good,85
Chawla Dillivala,1,New Delhi,"C-5-A, Shop 4, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.08765,28.621768300000003,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,91
Garam Dharam,1,New Delhi,"J-2/12, BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1192922,28.647400800000003,North Indian,1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.7,Yellow,Good,282
Farzi Cafe,1,New Delhi,"38/39, Level 1, Block E , Inner Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2214296,28.6323984,Modern Indian,2200,Indian Rupees(Rs.),No,No,No,No,4,4.4,Green,Very Good,1942
Mori's Japanese Steakhouse & Sushi Bar,216,Valdosta,"1709 Norman Dr, Valdosta, GA 31601",Valdosta,"Valdosta, Valdosta",-83.318958,30.841547,"Japanese, Steak, Sushi",70,Dollar($),No,No,No,No,4,3.5,Yellow,Good,208
Artistry,184,Singapore,17 Jalan Pinang 199149,"Sungai Pinang, Rochor","Sungai Pinang, Rochor, Singapore",103.8581813,1.303034648,"American, Bakery, European, Burger, Fusion",50,Dollar($),No,No,No,No,3,3.8,Yellow,Good,28
Special Jalebi Wala,1,New Delhi,"1469/1, Fabbara Chowk, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.2320562,28.6566115,Mithai,100,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,21
Kerala Hotel,1,New Delhi,"211-A, Mohan Singh Market, INA Market, INA, New Delhi",INA,"INA, New Delhi",77.21002159999999,28.5739586,"Kerala, Biryani",400,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,108
RollsKing,1,Noida,"Plot 11, Near SRS Value Bazar, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37024570000001,28.6182239,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,401
Jiquitaia,30,Sï¿½ï¿½o Paulo,"Rua Antï¿½ï¿½nio Carlos, 268, Consolaï¿½_ï¿½ï¿½o, Sï¿½ï¿½o Paulo",Consolaï¿½_ï¿½ï¿½o,"Consolaï¿½_ï¿½ï¿½o, Sï¿½ï¿½o Paulo",-46.657523,-23.55671,Brazilian,100,Brazilian Real(R$),No,No,No,No,4,4.1,Green,Very Good,15
Club London,1,New Delhi,"3-4, Ground Floor, Southern Park Mall, District Centre, Saket, New Delhi","Southern Park Mall, Saket","Southern Park Mall, Saket, New Delhi",77.2192708,28.5279802,"North Indian, Chinese, Finger Food",2500,Indian Rupees(Rs.),Yes,No,No,No,4,3.3,Orange,Average,179
Kathputli,1,New Delhi,"35, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230456,28.573742600000003,Rajasthani,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.1,Green,Very Good,769
Wat-a-Burger!,1,Noida,"Shop 4, JOP Plaza, Near Lenskart, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32514352,28.56950956,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,324
Empire The Meat Shop,1,New Delhi,"28/14, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1736976,28.6461308,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,31
Swastik Restaurant,1,New Delhi,"GS-70, Sewak Park, Near Dwarka Mod, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0332316,28.6188173,"Chinese, South Indian, North Indian",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,6
Playboy Cafe,1,New Delhi,"49/1, 1st Floor, N Block, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2198128,28.630631400000002,"North Indian, Chinese, Continental",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.7,Yellow,Good,140
Cafï¿½ï¿½ Tu Tu Tango,216,Orlando,"8625 International Drive, Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.46998599999999,28.440344,"New American, Tapas",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1293
Cocoberry,1,Noida,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.35357370000001,28.5743001,Desserts,300,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,16
Singh Ching,1,New Delhi,"2512, Hudson Lane, Near GTB Nagar Metro Station, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.20418240000001,28.695695100000002,"North Indian, Chinese, Mughlai",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,427
Nite Bites,1,Noida,"Sector 18, Noida",Sector 18,"Sector 18, Noida",77.332893,28.597824,"North Indian, Chinese, Continental",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,68
Cafe Coffee Day - The Lounge,1,New Delhi,"E-29, Main Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.20768740000001,28.5510835,Cafe,750,Indian Rupees(Rs.),No,No,No,No,2,2.6,Orange,Average,76
Defence Bakery,1,New Delhi,"M-70, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2434692,28.532966300000002,"Bakery, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,113
Sri Sairam Parlour,1,Vizag,"Diamond Park, Railway New Colony Road, Dwaraka Nagar, Vizag",Dwaraka Nagar,"Dwaraka Nagar, Vizag",83.30341389,17.72629722,"South Indian, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,4.2,Green,Very Good,270
The Flip On Wheel,1,Noida,"Near Amity University, Sector 125, Noida",Sector 125,"Sector 125, Noida",77.3323016,28.549413300000005,"North Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
Al Hayat Bakers,1,New Delhi,"Shop 14, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,"Zakir Nagar, New Delhi",77.27884457,28.56720015,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Super Loco,184,Singapore,The Quayside60 Roberston Quay #01-13 238252,"Robertson Quay, Singapore River","Robertson Quay, Singapore River, Singapore",103.83916500000001,1.290083898,"American, Mexican",95,Dollar($),No,No,No,No,4,3.2,Orange,Average,30
Bats On Delivery,1,New Delhi,"252-1/B, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2155012,28.5474113,"North Indian, Fast Food",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.3,Red,Poor,82
#hashtag,1,New Delhi,"1092/1, Mehrauli Bus Stand, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.18186490000001,28.522205100000004,Cafe,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Twenty Ten - Ashtan Sarovar Portico,1,New Delhi,"Ashtan Sarovar Portico, C 2, Green Park Extension, New Delhi, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.20665290000001,28.5595207,"North Indian, Continental, Chinese",1000,Indian Rupees(Rs.),Yes,No,No,No,3,3.3,Orange,Average,23
Pauls Food,1,New Delhi,"G-3, East End Plaza, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.31645209999999,28.6013457,"North Indian, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,14
Raju Dhaba,1,Faridabad,"Main 40 Feet Road, Molarband Extension, Badarpur Border, Faridabad",Badarpur Border,"Badarpur Border, Faridabad",77.30610159999999,28.4900979,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,8
Sindh Sweet Corner,1,New Delhi,"131, Shankar Road Market, New, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.180053,28.6383473,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,22
Beyond Food,1,Noida,"Sector 71, Noida",Sector 71,"Sector 71, Noida",77.3771267,28.600823699999996,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Emperor's Lounge - The Taj Mahal Hotel,1,New Delhi,"The Taj Mahal Hotel, 1, Mansingh Road, New Delhi","The Taj Mahal Hotel, Mansingh Road","The Taj Mahal Hotel, Mansingh Road, New Delhi",77.2241405,28.605168900000002,Cafe,2500,Indian Rupees(Rs.),No,No,No,No,4,3.8,Yellow,Good,79
Thalaiva Cafe,1,New Delhi,"Shop 6, Central Market, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3065199,28.659426,"South Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2
Prem Di Hatti,1,New Delhi,"J-1/162, Opposite City Square Mall, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1218081,28.648299100000003,"North Indian, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,4.0,Green,Very Good,220
Kesarwa Bakez,1,Noida,"RN 1, B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37070920000001,28.618230199999996,Bakery,600,Indian Rupees(Rs.),No,Yes,No,No,2,0.0,White,Not rated,1
Naivedyam,1,New Delhi,"25/35, East Patel Nagar, New Delhi",East Patel Nagar,"East Patel Nagar, New Delhi",77.1760203,28.643841100000003,South Indian,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,359
Brunch Point,1,New Delhi,"B-15, Opposite Khandelwal Hospital, East, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2821,28.65905,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4
TiffinToons,1,New Delhi,"A1, New Gupta Colony, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.19461525,28.69248552,"North Indian, South Indian",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
The Hunger End,1,Faridabad,"Shop 2385, Sector 7A, Near Sector 7, Faridabad",Sector 7,"Sector 7, Faridabad",77.32853879999999,28.3686544,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3.0,Orange,Average,4
Cafe Meadows,1,New Delhi,"9, DDA Market 1, Opposite St. Andrew's Scots School, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.2995552,28.6360907,"Fast Food, Desserts",200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,26
VNS Live Studio,1,Varanasi,"Hotel Varuna Ground Floor, 22 Gulab Bagh, Sigra, Varanasi",Sigra,"Sigra, Varanasi",82.99169443,25.31834492,"Chinese, North Indian",0,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,109
Natural Ice Cream,1,New Delhi,"G-1, Ground Floor, Opposite Aurobindo Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2045658,28.5513376,Ice Cream,150,Indian Rupees(Rs.),No,Yes,No,No,1,4.5,Dark Green,Excellent,67
Annpurna Rasoi,1,New Delhi,"Rz-11/12, Najafgarh Nagloi Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9967933,28.6283564,"North Indian, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Wah Ji Wah,1,New Delhi,"B-35, Gurunanak Pura, Near V3S Mall, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.28502979999999,28.6371081,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.2,Red,Poor,120
Mr. Billiken,1,New Delhi,"F-703, Lado Sarai, New Delhi",Lado Sarai,"Lado Sarai, New Delhi",77.1941204,28.527892699999995,North Indian,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Creamy Creation,1,New Delhi,"B-66, East Vinod Nagar, Near Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.309698,28.623975,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Just Vada Pav,1,New Delhi,"Shop 2, Ground Floor, 124-A/1, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.18585833,28.54039444,Street Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3
Kinoshita,30,Sï¿½ï¿½o Paulo,"Rua Jacques Fï¿½ï¿½lix, 405, Vila Nova Conceiï¿½_ï¿½ï¿½o, Moema, Sï¿½ï¿½o Paulo",Moema,"Moema, Sï¿½ï¿½o Paulo",-46.67133333,-23.59233333,Sushi,230,Brazilian Real(R$),No,No,No,No,4,3.9,Yellow,Good,12
Mithaas Sweets,1,Noida,"RN-1, B Block, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3706652,28.618097600000002,"North Indian, Chinese, South Indian, Mithai",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,17
Cafe Brownie,1,New Delhi,"8501/15, Grand Godwin Hotel, Aarakshan Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21521385,28.64588182,"Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,3
The Mashup,1,New Delhi,"2528, 1st Floor, Hudson Lane, Kingsway Camp, Delhi University, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.20418240000001,28.694709999999997,Fast Food,1100,Indian Rupees(Rs.),No,No,No,No,3,3.2,Orange,Average,12
Sharda Pastry Shop,1,New Delhi,"E 23, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2080868,28.5509252,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,25
Bread & Pasta,1,Noida,"Shop 15, Near HDFC Bank, Tulip Mall, Sector 48, Noida","Tulip Mall, Sector 48, Noida","Tulip Mall, Sector 48, Noida, Noida",77.3673027,28.5579292,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1
SFC,1,New Delhi,"BR  Block, KL Bagga Marg, Near Jhule Lal Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.16150290000002,28.7085298,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11
KFC,1,New Delhi,"Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1062245,28.642220299999998,"American, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,47
Baker's Stop,1,New Delhi,"A-353, Near Malwa Taxi Stand Crossing, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1887297,28.700395299999997,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,170
The National,216,Athens,"232 W. Hancock Ave., Athens, GA 30601",Athens,"Athens, Athens",-83.37966999999999,33.959468,"International, Southern",40,Dollar($),No,No,No,No,3,4.1,Green,Very Good,465
Ginger Garlic,1,Gurgaon,"G-7, Bestech Mall, Sector 57, Gurgaon",Sector 57,"Sector 57, Gurgaon",77.09044140000002,28.4217218,Chinese,600,Indian Rupees(Rs.),No,Yes,No,No,2,2.8,Orange,Average,106
Truth Coffee,189,Cape Town,"36 Buitenkant Street, CBD, Cape Town",CBD,"CBD, Cape Town",18.42286024,-33.92849643,Cafe,150,Rand(R),No,No,No,No,2,4.4,Green,Very Good,514
Amar Bakery,1,New Delhi,"G-5 & 6, Krit Plaza LSC, Surajmal Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3066854,28.659580699999996,"Bakery, Desserts, Fast Food, Mithai",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Sham Sweets,1,Gurgaon,"Shivaji Nagar, Near Balaji Mandir, Sector 8, Gurgaon",Sector 8,"Sector 8, Gurgaon",77.0236993,28.4525161,"Mithai, Street Food",200,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,7
Cafï¿½ï¿½ Burger BC,1,Gurgaon,"2513, Near Gold Souk Mall, C Block,  Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",77.0794255,28.450479100000003,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,65
RV's Family Restaurant,1,Noida,"Near Salarpur Police Chowki, Main Dadri Road, Salarpur Bhangel, Sector 107, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",0.0,0.0,"North Indian, South Indian, Italian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Fatburger,1,Gurgaon,"102, 1st Floor, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0882416,28.4947571,"American, Mexican",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.3,Orange,Average,793
Shree Shyam Sweets,1,New Delhi,"Gurgaon Road, Najafgarh, New Delhi",Najafgarh,"Najafgarh, New Delhi",76.9879296,28.602467800000003,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0
Boom Food,1,New Delhi,"193, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2155012,28.546604600000002,"Asian, North Indian",1100,Indian Rupees(Rs.),No,Yes,No,No,3,3.8,Yellow,Good,56
Zombiez,1,New Delhi,"E 379, Khosla Complex, Samrat Apartment, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",0.0,0.0,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Hearken Cafï¿½ï¿½,1,New Delhi,"5th Floor, 119- Sishan House, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2154563,28.5492447,Cafe,900,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,55
Maharashtra Sadan,1,New Delhi,"Behind Baroda House, Kasturbha Gandhi Marg, Near India Gate, New Delhi",India Gate,"India Gate, New Delhi",77.22960309999999,28.618482899999997,"North Indian, Maharashtrian",300,Indian Rupees(Rs.),No,No,No,No,1,3.8,Yellow,Good,266
Creamy Innovation,1,Gurgaon,"Counter 7, Food Court, Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon","Unitech Infospace, Sector 21, Gurgaon, Gurgaon",0.0,0.0,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0
Bluebird Diner,216,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City",-91.531093,41.663751,"Breakfast, Diner",25,Dollar($),No,No,No,No,2,3.6,Yellow,Good,253
