Restaurant_Name,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Peshawari Chicken Corner,New Delhi,"33-34 B, Prehlad Market, Ramjas Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19039503,28.65448764,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,76
Mughal Mahal,New Delhi,"7, Sethi Bhawan, Rajendra Place, New Delhi",Rajendra Place,"Rajendra Place, New Delhi",77.1766213,28.644294,1100,Indian Rupees(Rs.),No,Yes,No,No,3,3,Orange,Average,221
Sweet & Crusty - Eros Hotel,New Delhi,"Eros Hotel, American Plaza, Nehru Place, New Delhi","Eros Hotel, Nehru Place","Eros Hotel, Nehru Place, New Delhi",77.249361,28.5498255,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,44
My Country Platter,Gurgaon,"Near Supermart 2, DLF Phase 4, Gurgaon",DLF Phase 4,"DLF Phase 4, Gurgaon",77.0887329,28.4614598,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,61
Huqqa,ï¿½ï¿½stanbul,"Kuruï¿½_eï¿½ï¿½me Mahallesi, Muallim Naci Caddesi, No 56, Beï¿½ï¿½iktaï¿½ï¿½, ï¿½ï¿½stanbul",Kuruï¿½_eï¿½ï¿½me,"Kuruï¿½_eï¿½ï¿½me, ï¿½ï¿½stanbul",29.03464001,41.05581715,170,Turkish Lira(TL),No,No,No,No,4,3,Yellow,Good,661
Khana Khajana Da Dhaba,Noida,"20 & 21, Atta Subzi Mandi, Maa Shakumbhari Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32458170000001,28.573915999999997,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,5
Capital Grill,New Delhi,"A-4, Vishal Enclave, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1190895,28.647990000000004,1650,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,316
Welcome Cafeteria,Gurgaon,"U-8/36, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.0940363,28.493111499999998,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,23
Megha Vaishno Dhaba,Gurgaon,"U-21/1, Road 15, Near Mother Dairy, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.09523320000001,28.4949836,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,33
Night Food Xprs,Gurgaon,"DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.09938819999999,28.4693415,650,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,12
Al Forno by Aishwarya,New Delhi,"Gulmohar Park, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",0.0,0.0,800,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,17
Homely Delight,New Delhi,"J 3/126, Kishankunj, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.2827592,28.6391685,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Austin's BBQ and Oyster Bar,Albany,"2820 Meredyth Dr, Albany, GA 31707",Albany,"Albany, Albany",-84.221535,31.610387,25,Dollar($),No,No,No,No,2,3,Orange,Average,35
Dec,New Delhi,"70-E, Humayunpur, Safdarjung Enclave",Safdarjung,"Safdarjung, New Delhi",0.0,0.0,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Cherry Berry,New Delhi,"State Bank Colony, Near Nanak Piau Gurudwara, GTK Road, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1899876,28.6943365,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Biryani Vice,Noida,"Shop 2, Godavari Shopping Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Cookingo,Gurgaon,"Behind Legend Society, Sector 56, Gurgaon",Sector 56,"Sector 56, Gurgaon",0.0,0.0,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Namaste Restaurant,New Delhi,"Dr Kapoorwali Gali, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.17087740000001,28.558628600000002,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Pakwan,New Delhi,"Opposite PVR Cinema Ticket Counter, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.074213,28.6392656,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,20
JUGAAD JN.,Bhubaneshwar,"KIIT Road, Opposite SBI, Patia, Bhubaneshwar",Patia,"Patia, Bhubaneshwar",85.82225987,20.35348061,300,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,199
Modi Pastry Corner,New Delhi,"3/38, Jangpura Extension, Jangpura, New Delhi",Jangpura,"Jangpura, New Delhi",77.24675620000001,28.5813908,100,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,17
Platinum Lounge,New Delhi,"Ground Floor, Star City Mall, Mayur Vihar Phase 1, New Delhi","Star City Mall, Mayur Vihar Phase 1","Star City Mall, Mayur Vihar Phase 1, New Delhi",77.29637650000001,28.5925353,1400,Indian Rupees(Rs.),Yes,No,No,No,3,3,Orange,Average,91
Level 5 - Terrace Restro & Cafe,Surat,"5th floor, Royal Trade Centre, Opposite Star Bazaar, Adajan, Adajan Gam, Surat",Adajan Gam,"Adajan Gam, Surat",72.79411532,21.18643846,900,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,201
Juste Miam,Gurgaon,"A-137, Lower Ground Floor, Supermart 1, DLF Phase 4, Gurgaon","Supermart 1, DLF Phase 4","Supermart 1, DLF Phase 4, Gurgaon",77.0869794,28.462681099999998,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,94
1UP,New Delhi,"13, Alipur Road, Exchange Store Building, Civil Lines, New Delhi",Civil Lines,"Civil Lines, New Delhi",77.2252161,28.676290299999998,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,282
Cafe Parmesan,Faridabad,"42, 1st Floor, HUDA Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.32364790000001,28.3950766,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Dark Green,Excellent,799
Dï¿½_ner Grill,New Delhi,"40, North West Avenue, Club Road, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.12002393,28.66714249,900,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,75
Eggers Madhouse,Gurgaon,"11, Metropark Food Court, HUDA City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon","Huda City Centre Metro Station, Sector 29, Gurgaon, Gurgaon",77.0726806,28.459424,500,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,647
Domino's Pizza,New Delhi,"Ground Floor, 29/4,  Nangia Park, Shakti Nagar, Near Kamla Nagar, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.1953759,28.67940137,700,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,36
The Fisherman's Wharf,Goa,"D. B. Bandodkar Road, Campal, Panaji, Goa",Panaji,"Panaji, Goa",0.0,0.0,1100,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,323
Raj Sweets,New Delhi,"8586, East Park Road, Model Basti, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.20225945,28.65795725,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,9
Elan - The Lodhi,New Delhi,"The Lodhi, Lodhi Road, New Delhi","The Lodhi, Lodhi Road","The Lodhi, Lodhi Road, New Delhi",77.238315,28.5921591,3000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,185
Chaayos,Noida,"Unit FB-101, Ground Floor, Gardens Galleria, Plot A-2, Sector 38-A, Near, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.32172440000001,28.5648201,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,46
Bake My Wish,Vizag,"4-70-4, Opposite NCC Canteen, Lawsons Bay, Vizag",Lawsons Bay,"Lawsons Bay, Vizag",0.0,0.0,450,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,175
Sher 'A' Punjab Bhojnalya,New Delhi,"Palam Gurgaon Road, Dundahera Border, Near Wine Shop, Kapashera, New Delhi",Kapashera,"Kapashera, New Delhi",77.07847559999999,28.5161533,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,36
Django,Des Moines,"210 10th Street, Des Moines, IA 50309",Downtown,"Downtown, Des Moines",-93.629436,41.584027,40,Dollar($),No,No,No,No,3,4,Green,Very Good,532
South Indian Cafe,New Delhi,"591, Site 1, Vikaspuri Mod, New Delhi, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.06984770000001,28.6275705,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,42
Domino's Pizza,Gurgaon,"4-C, Ground Floor, Omaxe Gurgaon Mall, Sohna Road, Gurgaon",Omaxe Gurgaon Mall,"Omaxe Gurgaon Mall, Gurgaon",77.0431785,28.411395199999998,700,Indian Rupees(Rs.),No,No,No,No,2,2,Red,Poor,112
Chick-fil-A,Albany,"2703 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany",-84.2193,31.616,10,Dollar($),No,No,No,No,1,3,Yellow,Good,67
Anaicha's Food Joint,Kanpur,"113/187, Swaroop Nagar, Kanpur",Swaroop Nagar,"Swaroop Nagar, Kanpur",80.31562778,26.48258056,850,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,106
Spice Fusion,New Delhi,"Shop 12, DDA Local Shoping Center Market, Mayur Vihar Phase 1",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2956494,28.6065417,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,7
Sanjha Tandoor,New Delhi,"Shop 2, DDA Shopping Complex, Phase II, Munirka, New Delhi",Munirka,"Munirka, New Delhi",77.1760003,28.554896999999997,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,17
Polka Pastry & Snack Bar,New Delhi,"GG-II/7-A, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.0792789,28.642524199999997,350,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,44
Punjabi's Veg Grill,New Delhi,"441/8, Jheel Khuranja, Main Road, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",77.27389522,28.65782692,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
Sen's Sational Xpress Kitchen,Noida,"Shop 2, C Block Market, Sector 39, Noida",Sector 39,"Sector 39, Noida",0.0,0.0,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,7
Mezzaluna,Mysore,"First Floor, Kuvempu Trust Building, Near Chandrakala Hospital, New Kalidasa Road, Vijayanagar, Vijay Nagar, Mysore",Vijay Nagar,"Vijay Nagar, Mysore",76.61910278,12.32635556,650,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,249
Sethi's Restaurant,New Delhi,"C-95, Lajpat Nagar 1, New Delhi",Lajpat Nagar 1,"Lajpat Nagar 1, New Delhi",77.24015605,28.57749657,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,49
Madan Sweets & Bakers,New Delhi,"8/1, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1181788,28.6360349,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Paragon,Kochi,"F 82-83, Level 1, LuLu Mall, NH-17, Entrance Road, Edapally Junction, Edappally, Kochi","LuLu Mall, Edappally","LuLu Mall, Edappally, Kochi",76.30825833,10.02736389,900,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,722
Domino's Pizza,New Delhi,"G 24, 1st Floor, South Extension 1, New Delhi",South Extension 1,"South Extension 1, New Delhi",77.2204886,28.569419500000002,700,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,58
Giani,New Delhi,"Near 15-16, Main Road, Block G, Kalkaji, New Delhi",Kalkaji,"Kalkaji, New Delhi",77.25814799999999,28.540129999999998,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,17
Spicy Eleven,New Delhi,"3, Opposite Navjeevan Nursing Home, Chander Nagar, New Delhi",Chander Nagar,"Chander Nagar, New Delhi",77.2779746,28.6536873,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,15
Soni Food Court,New Delhi,"B-365, Sangam Street, New Ashok Nagar, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.30764378,28.59086665,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bakingo,New Delhi,"Shop 8, Plot 1, Kaushalya Park, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2046327,28.5508626,300,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,11
Beeryani,New Delhi,"M-44, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.2437527,28.5333292,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,136
Foody Box,New Delhi,"Shop 2, Indra Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.21376109999999,28.70477557,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
Cafe Coffee Day,New Delhi,"4, Rajiv Chowk, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2198128,28.6329609,450,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,277
Kent's Fast Food,New Delhi,"29, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2302318,28.5736434,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,766
Karim's,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi","Worldmark 1, Aerocity","Worldmark 1, Aerocity, New Delhi",77.12142371,28.54989546,1000,Indian Rupees(Rs.),No,No,No,No,3,0,White,Not rated,1
Baskin Robbins,Faridabad,"Shop 60, Near Sagar Cinema, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.3201927,28.4107707,300,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,4
Open Kitchen,Noida,"Shop 54, Block 1, Ganga Shopping Complex, Sector 29, Noida",Sector 29,"Sector 29, Noida",77.3353589,28.567292300000002,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,12
Shogun Japanese Steak House,Albany,"629 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany",-84.2233,31.6118,40,Dollar($),No,No,No,No,3,3,Yellow,Good,51
Mehfil-e-Handi,Gurgaon,"634, Saraswati Vihar, Chakarpur, MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.0829327,28.476098600000004,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,36
China Hot Pot,Faridabad,"Shop 147, HUDA Market, Sector 16, Faridabad",Sector 16,"Sector 16, Faridabad",77.31920629999999,28.410696299999998,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,25
Dada Ka,New Delhi,"Kalander Colony Chow,k Mangal Bazar Road, Dilshan Gardan, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.3200498,28.680645600000002,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Goldenplates,Noida,"Gali 4, Main Road Hoshiarpur, Near Red Light, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.36649279999999,28.5822417,600,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,33
Outer Limits Fun Zone,Pocatello,"1800 Garrett Way, Pocatello, ID 83201",Pocatello,"Pocatello, Pocatello",-112.459988,42.878077000000005,10,Dollar($),No,No,No,No,1,3,Yellow,Good,57
Shri Sai Kirpa Food,Gurgaon,"Opposite Shiv Mandir, Sector 45, Gurgaon",Sector 45,"Sector 45, Gurgaon",77.0740245,28.4471412,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Starbucks,New Delhi,"M-33, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23637111,28.549796500000003,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,187
The Junkyard Cafï¿½ï¿½,New Delhi,"2nd & 3rd Floor, J-2/12 BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1195347,28.6473261,1400,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,305
Annapurna Restaurant,New Delhi,"1811, Chandrawal Road, Malka Ganj, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2061353,28.6778705,250,Indian Rupees(Rs.),No,Yes,No,No,1,2,Orange,Average,56
Sagar,New Delhi,"C 7/254, Yamuna Vihar, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.2781604,28.7003054,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
The Regal Chicken Corner,New Delhi,"Near Water Tank, Najafgarh Road, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.0626796,28.676306300000004,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Saleem's Restaurant,New Delhi,"39, Flyover Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2382701,28.5777696,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,53
Singh's Delight Restaurant,Varanasi,"1st Floor, Nath Complex, Beside Life Line Hospital, Sunderpur, Varanasi",Sunderpur,"Sunderpur, Varanasi",0.0,0.0,700,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,57
Giani's,Faridabad,"Sector 10, Faridabad",Sector 10,"Sector 10, Faridabad",77.3270132,28.369229100000002,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Salt,Abu Dhabi,"Inside Mushrif Park, Al Mushrif, Abu Dhabi",Al Mushrif,"Al Mushrif, Abu Dhabi",54.38080709,24.454311899999997,100,Emirati Diram(AED),No,No,No,No,3,4,Green,Very Good,228
Javed Chicken Corner,New Delhi,"Shop 9, Main Market, Opposite Wine Shop, Malka Ganj, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.20790140000001,28.6766471,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bikanervala,New Delhi,"7, Masjid Moth, Near HDFC Bank, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.23893670000001,28.537319099999998,550,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,272
Last Resort Grill,Athens,"184 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens",-83.378273,33.957999,40,Dollar($),No,No,No,No,3,4,Dark Green,Excellent,1821
Food Box,New Delhi,"House 70, Shop 2, Indra Vihar, Opposite International Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2121775,28.7064006,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Shalimar Food,New Delhi,"24, CC Block, DDA Market, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1585449,28.7196342,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Manohar Dairy And Restaurant,Bhopal,"6, Hamidia Road, Opposite Alpana Cineplex, Peer Gate Area, Bhopal",Peer Gate Area,"Peer Gate Area, Bhopal",77.408236,23.264015,400,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,238
Hyderabad House,New Delhi,"253, Shahpur Jat, New Delhi",Shahpur Jat,"Shahpur Jat, New Delhi",77.2114589,28.548819,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,67
Samridhi,New Delhi,"Kerala House, 3 Jantar Mantar Road, Near Patel Chowk Metro Station, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.2167587,28.623171999999997,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,85
Tadqa Tandoor Express,Noida,"Ground Floor, Main Road, Yadhuvanshi Tower, Opposite Pathways School, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36540817,28.53905704,750,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,108
Sethi's Restaurant & Barbeque,New Delhi,"4-8-9, DDA Market, J Block, Community Centre, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.12009549999999,28.6393673,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,422
Jugmug Thela,New Delhi,"Shed 4, Khasra 258, Behind Kuldeep House, Lane 3, Westend Marg, Saidulajab, Saket, New Delhi",Saket,"Saket, New Delhi",77.199805,28.517315999999997,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,25
Nite Bites,Gurgaon,"837/5, Sector 15, Gurgaon",Sector 15,"Sector 15, Gurgaon",77.041878,28.460253,650,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,4
Wah Ji Wah,New Delhi,"1-A, Prahlad Market, D.B. Gupta Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.19013385,28.65432818,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,69
Bake N Shake,Bhopal,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",TT Nagar,"TT Nagar, Bhopal",77.398886,23.235123,500,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,120
Taaj Kitchen,New Delhi,"69/6-A, Najafgarh Road, Opposite Moments Mall, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi",0.0,0.0,700,Indian Rupees(Rs.),Yes,No,No,No,2,0,White,Not rated,1
Hwealthcafe,New Delhi,"Plot 11, 1st Floor, Above Canara Bank, Community Centre Market, New Friends Colony, New Delhi",New Friends Colony,"New Friends Colony, New Delhi",77.268831,28.563202,800,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,29
Cake Castle,Gurgaon,"117/184, Main Market, Sector 31, Gurgaon",Sector 31,"Sector 31, Gurgaon",77.05111540000001,28.453487,250,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,23
Shama Chicken Corner,New Delhi,"CE 1, Shop 5, Near Hari Nagar Clock Tower, Jail Road, New Delhi",Jail Road,"Jail Road, New Delhi",77.1108325,28.6258103,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Westï¿½ï¿½ross,Gurgaon,"A11/B32, Unit 2A, Block 4A, IT/ITeS SEZ Candor TechSpace, Dundahera, Sector 21, Gurgaon",Sector 21,"Sector 21, Gurgaon",77.0693827,28.510128,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,40
Mosaic - Country Inn & Suites,Gurgaon,"Country Inn & Suites by Carlson, Sector 29, Gurgaon","Country Inn & Suites by Carlson, Gurgaon","Country Inn & Suites by Carlson, Gurgaon, Gurgaon",77.0676442,28.461987800000003,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,91
Mehta Food Junction,New Delhi,"434/113, Veer Savarkar Block, Shakarpur, Laxmi Nagar, New Delhi",Laxmi Nagar,"Laxmi Nagar, New Delhi",77.28461479999999,28.635231,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,8
Mandarin Trail,Noida,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255325,28.5672163,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,517
Kathputli,New Delhi,"35, Defence Colony Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.230456,28.573742600000003,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4,Green,Very Good,769
Khan Chacha,New Delhi,"G-3, Select Citywalk Mall, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.2193637,28.5281463,650,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,504
Twenty Four Seven,New Delhi,"AB-13, Upper Ground Floor, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1684675,28.706646399999997,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,21
Baskin Robbins,New Delhi,"C-8, Hotel Solo Victoria, Main Road, Near M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.23683309999998,28.548410600000004,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,56
27 China Street,New Delhi,"27/A, Market, Old Rajinder Nagar, Rajinder Nagar, New Delhi",Rajinder Nagar,"Rajinder Nagar, New Delhi",77.1855361,28.641725800000003,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,76
Pan Asian Noodles,Noida,"Food Court, Spice World Mall, Sector 25, Noida","Spice World Mall, Sector 25","Spice World Mall, Sector 25, Noida",77.3409762,28.586310600000004,550,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
Sardar A Pure Meat Shop,Faridabad,"Shop 5, Ground Floor, Achievers Mall, Near Sainik Colony, Sector 49, Faridabad",Sector 49,"Sector 49, Faridabad",77.2670505,28.395975800000002,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
